pmid,gene,typed_status,readout_comparability,marson_strongest_de,marson_strongest_condition,title,claim_sentence
41994077,CIITA,orthogonal_phenotype,orthogonal_phenotype,4,Stim48hr,Class II Major Histocompatibility Complex Transactivator (CIITA): A Master MHC-II Regulator Impacting Cancer and Beyond.,"Its multifunctional role positions CIITA as a critical immune regulator and a promising therapeutic target in cancer immunotherapy, antiviral strategies, and immune modulation."
41994077,CIITA,contradicted,comparable,4,Stim48hr,Class II Major Histocompatibility Complex Transactivator (CIITA): A Master MHC-II Regulator Impacting Cancer and Beyond.,"The class II major histocompatibility complex transactivator (CIITA) is a non-DNA-binding master regulator of major histocompatibility complex class II (MHC-II) gene expression, essential for antigen presentation and adaptive immunity."
42011339,BAX,evidence_attached,comparable,36,Stim8hr,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,"Instead, CIC promotes CWID by facilitating Cullin-3/KEAP1-mediated BCL2 degradation and disrupting the BAX-BCL2 interaction."
42011339,BCL2,contradicted,comparable,6,Rest,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,"Instead, CIC promotes CWID by facilitating Cullin-3/KEAP1-mediated BCL2 degradation and disrupting the BAX-BCL2 interaction."
42011339,CIC,contradicted,comparable,4,Rest,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,CIC mediates CWID but not apoptosis induced by staurosporine or etoposide.
42011339,CIC,contradicted,comparable,4,Rest,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,"CIC promotes CWID via a BIM-independent pathway, and simultaneous deletion of CIC and BIM fully abrogates CWID."
42011339,CIC,contradicted,comparable,4,Rest,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,"Instead, CIC promotes CWID by facilitating Cullin-3/KEAP1-mediated BCL2 degradation and disrupting the BAX-BCL2 interaction."
42011339,KEAP1,evidence_attached,comparable,220,Stim8hr,Capicua mediates interleukin-2 withdrawal-induced death of activated CD8&lt;sup&gt;+&lt;/sup&gt; T cells.,"Instead, CIC promotes CWID by facilitating Cullin-3/KEAP1-mediated BCL2 degradation and disrupting the BAX-BCL2 interaction."
42013838,PI16,not_assayed,comparable,,,Systematic discovery of pro- and anti-HIV host factors in primary human CD4+ T cells.,"PI16 interacts with host factors involved in HIV fusion and inhibits viral entry, whereas PPID (Cyp40), a paralog of the proviral cyclophilin CypA, binds capsid and reduces nuclear import of the HIV core."
42013838,PPID,contradicted,comparable,2,Rest,Systematic discovery of pro- and anti-HIV host factors in primary human CD4+ T cells.,"PI16 interacts with host factors involved in HIV fusion and inhibits viral entry, whereas PPID (Cyp40), a paralog of the proviral cyclophilin CypA, binds capsid and reduces nuclear import of the HIV core."
42013838,PPID,contradicted,comparable,2,Rest,Systematic discovery of pro- and anti-HIV host factors in primary human CD4+ T cells.,"Structural modeling, evolutionary analyses, and targeted mutagenesis revealed domains and residues required for PPID-mediated HIV restriction, including non-human primate ortholog substitutions that enhance antiviral activity."
42024470,DYRK1A,contradicted,comparable,1,Rest,DYRK1A enhances antitumor immunity in type 1 conventional dendritic cells via mTORC1 activation.,"In this study, we identified dual-specificity tyrosine phosphorylation-regulated kinase 1A (DYRK1A) as a key kinase that responded to TLR and growth factor stimulation and acted as an essential regulator of cDC1 function."
42042810,CTLA4,orthogonal_phenotype,orthogonal_phenotype,3,Stim48hr,CTLA-4 Antisense Oligonucleotide Contributes to Enhanced Immunogenicity of an Adjuvanted Recombinant &lt;i&gt;Sporothrix&lt;/i&gt; spp. Enolase Antigen.,CTLA-4 is an inhibitory immune checkpoint that negatively regulates T-cell activation.
42054532,SSBP4,orthogonal_phenotype,orthogonal_phenotype,2,Rest,Cancer cell-intrinsic SSBP4 enables tumor immune evasion by promoting cholesterol biosynthesis.,"Thus, in this study, we have identified SSBP4 as a cancer cell-intrinsic regulator of cholesterol metabolism that contributes to tumor immune evasion."
42068898,CORO1C,contradicted,comparable,3,Stim48hr,Integrative multi-omics analysis identifies coronin 1C as a potential mediator linking circadian rhythm disruption to neuroimmune dysregulation in ischemic stroke.,"In vivo, AAV-shCORO1C treatment decreased cerebral CORO1C expression, attenuated CD8+ T-cell infiltration and inflammatory signaling, enhanced Claudin-5 expression, improved neurological function, and promoted post-stroke recovery.ConclusionThis study indicates that CORO1C acts as a pivotal regulator that mediates circadian rhythm disruption-driven immune dysregulation, thereby influencing stroke progression and neurological recovery."
42068898,CORO1C,contradicted,comparable,3,Stim48hr,Integrative multi-omics analysis identifies coronin 1C as a potential mediator linking circadian rhythm disruption to neuroimmune dysregulation in ischemic stroke.,Virtual knockdown analysis highlighted CORO1C as a central regulator linking neuronal and immune transcriptional programs.
42072343,CREBBP,evidence_attached,comparable,2969,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Single-cell mapping demonstrated immune-restricted acetylation modules, including CREB binding protein (CREBBP)-enriched neutrophils, histone deacetylase 1 (HDAC1)-high cluster of differentiation (CD)8+ T cells, and lysine acetyltransferase 6A (KAT6A)/lymphoid enhancer binding factor (LEF1)-enriched CD4+ and regulatory T cell (Treg) subsets, coincident with interleukin (IL)-17-related inflammatory programs."
42072343,HDAC1,evidence_attached,comparable,90,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Results: Sixteen acetylation regulators were differentially expressed in bulk skin, with histone deacetylase (HDAC1) showing the strongest upregulation and lysine acetyltransferase (KAT2A) the strongest downregulation."
42072343,HDAC1,evidence_attached,comparable,90,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Single-cell mapping demonstrated immune-restricted acetylation modules, including CREB binding protein (CREBBP)-enriched neutrophils, histone deacetylase 1 (HDAC1)-high cluster of differentiation (CD)8+ T cells, and lysine acetyltransferase 6A (KAT6A)/lymphoid enhancer binding factor (LEF1)-enriched CD4+ and regulatory T cell (Treg) subsets, coincident with interleukin (IL)-17-related inflammatory programs."
42072343,IRF4,evidence_attached,comparable,567,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Motif analysis nominated interferon regulatory factor (IRF4), YY transcription factor (YY2), and zinc finger protein (ZNF404) as putative transcriptional mediators downstream of acetylation programs, and drug-target mining prioritized epigenetic compounds with subtype-relevant potential, including histone deacetylase (HDAC) inhibitors (e.g., entinostat) and the p300/CREB binding protein (CBP) inhibitor A485."
42072343,KAT2A,contradicted,comparable,1,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Results: Sixteen acetylation regulators were differentially expressed in bulk skin, with histone deacetylase (HDAC1) showing the strongest upregulation and lysine acetyltransferase (KAT2A) the strongest downregulation."
42072343,KAT6A,evidence_attached,comparable,506,Stim8hr,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Single-cell mapping demonstrated immune-restricted acetylation modules, including CREB binding protein (CREBBP)-enriched neutrophils, histone deacetylase 1 (HDAC1)-high cluster of differentiation (CD)8+ T cells, and lysine acetyltransferase 6A (KAT6A)/lymphoid enhancer binding factor (LEF1)-enriched CD4+ and regulatory T cell (Treg) subsets, coincident with interleukin (IL)-17-related inflammatory programs."
42072343,LEF1,not_assayed,comparable,,,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Single-cell mapping demonstrated immune-restricted acetylation modules, including CREB binding protein (CREBBP)-enriched neutrophils, histone deacetylase 1 (HDAC1)-high cluster of differentiation (CD)8+ T cells, and lysine acetyltransferase 6A (KAT6A)/lymphoid enhancer binding factor (LEF1)-enriched CD4+ and regulatory T cell (Treg) subsets, coincident with interleukin (IL)-17-related inflammatory programs."
42072343,YY2,not_assayed,comparable,,,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Motif analysis nominated interferon regulatory factor (IRF4), YY transcription factor (YY2), and zinc finger protein (ZNF404) as putative transcriptional mediators downstream of acetylation programs, and drug-target mining prioritized epigenetic compounds with subtype-relevant potential, including histone deacetylase (HDAC) inhibitors (e.g., entinostat) and the p300/CREB binding protein (CBP) inhibitor A485."
42072343,ZNF404,not_assayed,comparable,,,Cell-Type-Resolved Acetylation Regulator Atlas Defines Immune Endotypes and Druggable Vulnerabilities in Psoriasis.,"Motif analysis nominated interferon regulatory factor (IRF4), YY transcription factor (YY2), and zinc finger protein (ZNF404) as putative transcriptional mediators downstream of acetylation programs, and drug-target mining prioritized epigenetic compounds with subtype-relevant potential, including histone deacetylase (HDAC) inhibitors (e.g., entinostat) and the p300/CREB binding protein (CBP) inhibitor A485."
42075886,NLRC5,orthogonal_phenotype,orthogonal_phenotype,17,Rest,(5R)-5-Hydroxytriptolide (LLDT-8) Ameliorates Experimental Autoimmune Myositis via Suppression of the NLRC5/MHC-I Signaling Pathway.,"Mechanistically, LLDT-8 inhibited the expression of nucleotide-binding oligomerization domain receptor caspase recruitment domain 5 (NLRC5), a key transcriptional regulator of major histocompatibility complex-I (MHC-I)."
42095082,MDM2,orthogonal_phenotype,orthogonal_phenotype,2,Stim48hr,Inhibiting MDM2 enhances RIPK3-mediated necroptosis and synergizes with immune checkpoint blockade therapy.,These findings identify MDM2 as a regulator of TNF-α-induced necroptosis and highlight its potential as a therapeutic target for cancer immunotherapy.
42095082,MDM2,orthogonal_phenotype,orthogonal_phenotype,2,Stim48hr,Inhibiting MDM2 enhances RIPK3-mediated necroptosis and synergizes with immune checkpoint blockade therapy.,"To identify druggable regulators of necroptosis, we performed a small-molecule inhibitor screen and identified mouse double minute 2 (MDM2) as a suppressor of tumor necrosis factor α (TNF-α)-induced necroptosis."
42095082,TNF,orthogonal_phenotype,orthogonal_phenotype,5,Stim8hr,Inhibiting MDM2 enhances RIPK3-mediated necroptosis and synergizes with immune checkpoint blockade therapy.,These findings identify MDM2 as a regulator of TNF-α-induced necroptosis and highlight its potential as a therapeutic target for cancer immunotherapy.
42095082,TNF,orthogonal_phenotype,orthogonal_phenotype,5,Stim8hr,Inhibiting MDM2 enhances RIPK3-mediated necroptosis and synergizes with immune checkpoint blockade therapy.,"To identify druggable regulators of necroptosis, we performed a small-molecule inhibitor screen and identified mouse double minute 2 (MDM2) as a suppressor of tumor necrosis factor α (TNF-α)-induced necroptosis."
42097490,PDCD1,contradicted,comparable,2,Stim48hr,CircSPECC1 attenuates sensitivity to PD-1 blockade through impaired antigen presentation in hepatocellular carcinoma.,"Here, we identified the circular RNA SPECC1 (circSPECC1) as a regulator of antigen presentation and a crucial factor influencing the efficacy of anti-PD-1 therapy."
42097490,SPECC1,not_assayed,comparable,,,CircSPECC1 attenuates sensitivity to PD-1 blockade through impaired antigen presentation in hepatocellular carcinoma.,"Here, we identified the circular RNA SPECC1 (circSPECC1) as a regulator of antigen presentation and a crucial factor influencing the efficacy of anti-PD-1 therapy."
42106865,CD274,orthogonal_phenotype,orthogonal_phenotype,167,Stim8hr,Inhibition of protein kinase CK2 remodels the tumor immune microenvironment and sensitizes lung cancer to PD-L1 blockade.,"Mechanistically, CK2 inhibition reduced PD-L1 protein stability through a defined CK2-TRAF6-PD-L1 axis, in which TRAF6 acts as a critical E3 ubiquitin ligase mediating site-specific ubiquitination of PD-L1 at lysine 281, thereby promoting its proteasomal degradation.ConclusionsThese findings identify CK2 as a key regulator of tumor immune evasion and uncover a previously unrecognized post-translational checkpoint controlling PD-L1 stability via TRAF6-dependent ubiquitination."
42106865,TRAF6,orthogonal_phenotype,orthogonal_phenotype,83,Stim8hr,Inhibition of protein kinase CK2 remodels the tumor immune microenvironment and sensitizes lung cancer to PD-L1 blockade.,"Mechanistically, CK2 inhibition reduced PD-L1 protein stability through a defined CK2-TRAF6-PD-L1 axis, in which TRAF6 acts as a critical E3 ubiquitin ligase mediating site-specific ubiquitination of PD-L1 at lysine 281, thereby promoting its proteasomal degradation.ConclusionsThese findings identify CK2 as a key regulator of tumor immune evasion and uncover a previously unrecognized post-translational checkpoint controlling PD-L1 stability via TRAF6-dependent ubiquitination."
42119858,LAG3,orthogonal_phenotype,orthogonal_phenotype,3,Stim8hr,Immune receptor LAG3 regulates microglia function during Alzheimer's disease.,Immune receptor LAG3 regulates microglia function during Alzheimer's disease..
42121895,HAVCR2,orthogonal_phenotype,orthogonal_phenotype,1,Rest,Molecular Mechanisms of Resistance to Bispecific Antibodies in Diffuse Large B-Cell Lymphoma.,"T-cell dysfunction represents another critical resistance domain, encompassing inadequate intratumoral cytotoxic CD8+ T-cell infiltration, expansion of immunosuppressive regulatory and follicular helper T cells, progressive exhaustion with upregulation of PD-1, LAG-3, TIM-3, and TIGIT, and impaired T-cell fitness from prior treatment exposure."
42121895,LAG3,orthogonal_phenotype,orthogonal_phenotype,3,Stim8hr,Molecular Mechanisms of Resistance to Bispecific Antibodies in Diffuse Large B-Cell Lymphoma.,"T-cell dysfunction represents another critical resistance domain, encompassing inadequate intratumoral cytotoxic CD8+ T-cell infiltration, expansion of immunosuppressive regulatory and follicular helper T cells, progressive exhaustion with upregulation of PD-1, LAG-3, TIM-3, and TIGIT, and impaired T-cell fitness from prior treatment exposure."
42121895,PDCD1,orthogonal_phenotype,orthogonal_phenotype,2,Stim48hr,Molecular Mechanisms of Resistance to Bispecific Antibodies in Diffuse Large B-Cell Lymphoma.,"T-cell dysfunction represents another critical resistance domain, encompassing inadequate intratumoral cytotoxic CD8+ T-cell infiltration, expansion of immunosuppressive regulatory and follicular helper T cells, progressive exhaustion with upregulation of PD-1, LAG-3, TIM-3, and TIGIT, and impaired T-cell fitness from prior treatment exposure."
42121895,TIGIT,orthogonal_phenotype,orthogonal_phenotype,,,Molecular Mechanisms of Resistance to Bispecific Antibodies in Diffuse Large B-Cell Lymphoma.,"T-cell dysfunction represents another critical resistance domain, encompassing inadequate intratumoral cytotoxic CD8+ T-cell infiltration, expansion of immunosuppressive regulatory and follicular helper T cells, progressive exhaustion with upregulation of PD-1, LAG-3, TIM-3, and TIGIT, and impaired T-cell fitness from prior treatment exposure."
42131406,APOE,not_assayed,comparable,,,Adaptive immune crosstalk and complement dysregulation in the aging retina.,"This pathway is normally limited by Complement Factor H (CFH), whose regulatory function is strengthened by binding to apolipoprotein E (APOE)."
42131406,CFH,not_assayed,comparable,,,Adaptive immune crosstalk and complement dysregulation in the aging retina.,"This pathway is normally limited by Complement Factor H (CFH), whose regulatory function is strengthened by binding to apolipoprotein E (APOE)."
42131406,FOXP3,orthogonal_phenotype,orthogonal_phenotype,4,Stim48hr,Adaptive immune crosstalk and complement dysregulation in the aging retina.,"Retinal pigment epithelial (RPE) cells upregulate major histocompatibility complex molecules in response to stress and can express the regulatory transcription factor forkhead box p3 (FOXP3), indicating an intrinsic immunomodulatory capacity."
42131406,RPE,orthogonal_phenotype,orthogonal_phenotype,326,Stim48hr,Adaptive immune crosstalk and complement dysregulation in the aging retina.,"Retinal pigment epithelial (RPE) cells upregulate major histocompatibility complex molecules in response to stress and can express the regulatory transcription factor forkhead box p3 (FOXP3), indicating an intrinsic immunomodulatory capacity."
42136568,NDRG3,orthogonal_phenotype,orthogonal_phenotype,6,Stim48hr,NDRG3 is essential for sustaining antigen-driven T cell responses by protecting against restimulation-induced cell death.,"Additionally, this work identifies NDRG3 as a previously undescribed regulator of RICD in T cells and reveals NDRG3 as a potential target for autoimmune disorders and chimeric antigen receptor T cell treatment for cancer."
42136568,NDRG3,orthogonal_phenotype,orthogonal_phenotype,6,Stim48hr,NDRG3 is essential for sustaining antigen-driven T cell responses by protecting against restimulation-induced cell death.,"Collectively, these findings establish NDRG3 as a novel, indispensable regulator of T cell responses to foreign challenges."
42136568,NDRG3,orthogonal_phenotype,orthogonal_phenotype,6,Stim48hr,NDRG3 is essential for sustaining antigen-driven T cell responses by protecting against restimulation-induced cell death.,NDRG3 is essential for sustaining antigen-driven T cell responses by protecting against restimulation-induced cell death..
42136568,NDRG3,orthogonal_phenotype,orthogonal_phenotype,6,Stim48hr,NDRG3 is essential for sustaining antigen-driven T cell responses by protecting against restimulation-induced cell death.,"We show that NDRG3 is essential for T cell survival during antigen restimulation by protecting T cells from restimulation-induced cell death (RICD), while it has only a marginal impact on T cell survival in contexts with limited antigen restimulation."
42148061,ALKBH5,orthogonal_phenotype,orthogonal_phenotype,8,Stim8hr,"Context-dependent functions of ALKBH5: a mechanistic framework linking cellular stress responses, immune regulation, viral infection, and therapeutic vulnerabilities.","N6 -methyladenosine (m6A) is a major post-transcriptional RNA modification, and the demethylase ALKBH5 has emerged as a versatile but highly context-dependent regulator of RNA fate."
42148061,ALKBH5,orthogonal_phenotype,orthogonal_phenotype,8,Stim8hr,"Context-dependent functions of ALKBH5: a mechanistic framework linking cellular stress responses, immune regulation, viral infection, and therapeutic vulnerabilities.","We propose that the biological output of ALKBH5 is determined by target transcript identity, cellular context, reader environment, and upstream regulatory signals."
42151449,ELF4,evidence_attached,comparable,86,Rest,A novel ELF4 gene variant disrupts T and NK cell function in a patient with immune thrombocytopenia (ITP).,"Objective and designIn this report, we identified a novel hemizygous ELF4 variant (c.1822G > C; p.Gly608Arg) in an adolescent male with chronic immune thrombocytopenia (ITP) and performed functional immunologic characterization.Materials and methodsPeripheral blood mononuclear cells (PBMCs) of the patient and age-matched controls were characterized by flow cytometry with respect to T cell phenotype, activation, proliferation and NK cell cytotoxicity.ResultsThe p.Gly608Arg substitution affects a highly conserved residue in the C-terminal regulatory domain of ELF4 and is predicted to be damaging."
42153165,CD274,orthogonal_phenotype,orthogonal_phenotype,167,Stim8hr,TNFAIP3 Reprograms T Cell Exhaustion and Restores Anti-Leukemia Immunity in Acute Myeloid Leukemia.,"TNFAIP3 overexpression in CD4+ and CD8+ T cells attenuates apoptosis, reduces the expression of the immune checkpoint molecules PD-L1 and TIM-3, and promotes a pro-inflammatory cytokine profile characterized by increased IFN-γ and TNF-α production."
42153165,HAVCR2,orthogonal_phenotype,orthogonal_phenotype,1,Rest,TNFAIP3 Reprograms T Cell Exhaustion and Restores Anti-Leukemia Immunity in Acute Myeloid Leukemia.,"TNFAIP3 overexpression in CD4+ and CD8+ T cells attenuates apoptosis, reduces the expression of the immune checkpoint molecules PD-L1 and TIM-3, and promotes a pro-inflammatory cytokine profile characterized by increased IFN-γ and TNF-α production."
42153165,TNF,orthogonal_phenotype,orthogonal_phenotype,5,Stim8hr,TNFAIP3 Reprograms T Cell Exhaustion and Restores Anti-Leukemia Immunity in Acute Myeloid Leukemia.,"TNFAIP3 overexpression in CD4+ and CD8+ T cells attenuates apoptosis, reduces the expression of the immune checkpoint molecules PD-L1 and TIM-3, and promotes a pro-inflammatory cytokine profile characterized by increased IFN-γ and TNF-α production."
42153165,TNFAIP3,orthogonal_phenotype,orthogonal_phenotype,34,Stim8hr,TNFAIP3 Reprograms T Cell Exhaustion and Restores Anti-Leukemia Immunity in Acute Myeloid Leukemia.,"Mechanistically, these effects were associated with the suppression of NF-κB signaling and enrichment of pathways related to immune synapse formation and T-cell receptor signaling.ConclusionOur findings demonstrate that TNFAIP3 is a critical regulator of T cell dysfunction and exhaustion in AML."
42153165,TNFAIP3,orthogonal_phenotype,orthogonal_phenotype,34,Stim8hr,TNFAIP3 Reprograms T Cell Exhaustion and Restores Anti-Leukemia Immunity in Acute Myeloid Leukemia.,"TNFAIP3 overexpression in CD4+ and CD8+ T cells attenuates apoptosis, reduces the expression of the immune checkpoint molecules PD-L1 and TIM-3, and promotes a pro-inflammatory cytokine profile characterized by increased IFN-γ and TNF-α production."
42156357,CTLA4,orthogonal_phenotype,orthogonal_phenotype,3,Stim48hr,GSK-3 regulates CD4-CD8 cooperation for super-armed CD8+ cytolytic T cells in immunotherapy against tumors.,"Notably, whereas B16-F10 tumor rejection in wild-type mice relied on CD4+ CTLA-4+ Tregs, tumor control in GSK-3 KD mice required CD4+ T-cell help for optimal granzyme induction and tumor rejection."
42156357,PDCD1,contradicted,comparable,2,Stim48hr,GSK-3 regulates CD4-CD8 cooperation for super-armed CD8+ cytolytic T cells in immunotherapy against tumors.,"GSK-3 was also required for regulatory T-cell (Treg) suppressive function, while GSK-3 inhibition and reduced expression synergized with PD-1 blockade to ""super-arm"" cytolytic CD8+ T cells, characterized by upregulation of perforin and seven distinct granzymes."
42158872,TXNIP,evidence_attached,comparable,57,Stim48hr,Investigate the heterogeneity of colorectal cancer patients at the single-cell level prior to and subsequent to immunotherapy.,"B cells from responders demonstrated strong induction of TXNIP, a regulator of redox balance and inflammasome activity."
42164507,PDCD1,orthogonal_phenotype,orthogonal_phenotype,2,Stim48hr,"Regulatory T cell dysfunction and exhaustion in uveitis: immunometabolic mechanisms, microenvironmental drivers, and emerging therapeutic strategies.","We examine critical intrinsic regulators of Treg fitness, including the multidimensional control of FoxP3 stability, the upregulation of inhibitory checkpoints such as TIGIT and PD-1, and the dysregulated plasticity within the Th17/Treg axis."
42164507,TIGIT,orthogonal_phenotype,orthogonal_phenotype,,,"Regulatory T cell dysfunction and exhaustion in uveitis: immunometabolic mechanisms, microenvironmental drivers, and emerging therapeutic strategies.","We examine critical intrinsic regulators of Treg fitness, including the multidimensional control of FoxP3 stability, the upregulation of inhibitory checkpoints such as TIGIT and PD-1, and the dysregulated plasticity within the Th17/Treg axis."
42189863,ZBP1,evidence_attached,comparable,18,Rest,ZBP1 Drives CD8+ T cell-mediated anti-tumor immunity in head and neck squamous cell carcinoma.,"Concurrently, it suppressed immunosuppressive pathways through metabolic reprogramming, establishing ZBP1 as a dual regulator synchronizing lymphocyte recruitment and myeloid suppression."
42189863,ZBP1,evidence_attached,comparable,18,Rest,ZBP1 Drives CD8+ T cell-mediated anti-tumor immunity in head and neck squamous cell carcinoma.,"Here, we identify Z-DNA binding protein 1 (ZBP1) as a key immunoregulator that reprograms immune-suppressive TMEs."
42189863,ZBP1,orthogonal_phenotype,orthogonal_phenotype,18,Rest,ZBP1 Drives CD8+ T cell-mediated anti-tumor immunity in head and neck squamous cell carcinoma.,ZBP1 Drives CD8+ T cell-mediated anti-tumor immunity in head and neck squamous cell carcinoma..
42192948,CD274,orthogonal_phenotype,orthogonal_phenotype,167,Stim8hr,"Tumor-Infiltrating Lymphocytes in Triple-Negative Breast Cancer: Prognostic Significance, Predictive Value, and Emerging Directions for Clinical Implementation.","This comprehensive review synthesizes current evidence on TIL assessment methodology; the immunobiological landscape of TNBC, including regulatory T cell populations and PD-L1 correlations; gene expression underpinnings of the tumor immune microenvironment; and systematic evidence from meta-analyses and clinical trials."
42196406,TCF4,not_assayed,comparable,,,Deciphering the Transcription Factor-Dominated Ecosystem During Esophageal Squamous Cell Carcinoma Progression at the Single-Cell Level.,TCF4 was identified as an early-stage regulator associated with epithelial-mesenchymal transition activation and malignant invasive phenotypes.
42208540,STK40,orthogonal_phenotype,orthogonal_phenotype,229,Rest,Targeting tumor-intrinsic STK40 induces immune vulnerability and drives T cell reinvigoration.,Targeting tumor-intrinsic STK40 induces immune vulnerability and drives T cell reinvigoration..
42208540,STK40,evidence_attached,comparable,229,Rest,Targeting tumor-intrinsic STK40 induces immune vulnerability and drives T cell reinvigoration.,"Using in vivo CRISPR-Cas9 screens, we identify serine/threonine kinase 40 (STK40) as a previously unrecognized regulator of immune evasion."
42212311,CD274,evidence_attached,comparable,167,Stim8hr,Huaier Polysaccharides Sensitize Anti-PD-L1 Therapy via Promoting Antitumor Immune Response in Triple-Negative Breast Cancer.,"Mechanistically, PS-T promoted the autophagic degradation of PD-L1, which in turn facilitated the accumulation and activation of CD45+, CD3+ T, CD4+ T, CD8+ T, and dendritic cells, while reducing immunosuppressive regulatory T cells, ultimately enhancing the efficacy of anti-PD-L1 antibodies."
42212326,CARD9,not_assayed,comparable,,,YY1 Lactylation Elicits CARD9 Deficiency in Dendritic Cells Promoting Pancreatic Cancer Immune Escape.,"Overall, our findings define a lactate-p300/HDAC2-YY1 lactylation-CARD9 regulatory axis that restricts DC function and promotes immune escape in PC."
42212326,HDAC2,evidence_attached,comparable,25,Stim48hr,YY1 Lactylation Elicits CARD9 Deficiency in Dendritic Cells Promoting Pancreatic Cancer Immune Escape.,"Overall, our findings define a lactate-p300/HDAC2-YY1 lactylation-CARD9 regulatory axis that restricts DC function and promotes immune escape in PC."
42212326,YY1,evidence_attached,comparable,961,Stim8hr,YY1 Lactylation Elicits CARD9 Deficiency in Dendritic Cells Promoting Pancreatic Cancer Immune Escape.,"Overall, our findings define a lactate-p300/HDAC2-YY1 lactylation-CARD9 regulatory axis that restricts DC function and promotes immune escape in PC."
42214785,TFEB,contradicted,comparable,2,Stim48hr,Trehalose-driven TFEB Activation Reprograms Immunosuppressive Macrophages in Glioblastoma.,"Collectively, our findings position TFEB as a critical regulator of glioblastoma-associated macrophage polarization and provide a deep insight into TFEB-independent modulation as a promising strategy to overcome immunosuppression in GBM."
42214785,TFEB,contradicted,comparable,2,Stim48hr,Trehalose-driven TFEB Activation Reprograms Immunosuppressive Macrophages in Glioblastoma.,"Here, we identify transcription factor EB (TFEB) as a critical regulator of macrophage-driven immune suppression in glioblastoma."
42230325,ARID3A,orthogonal_phenotype,orthogonal_phenotype,15,Stim48hr,Pharmacologic Modulation of ARID3A with Rimegepant Reactivates Type I Interferon Signaling and Sensitizes Triple-Negative Breast Cancer to PD-1 Blockade.,"Here, we identify the transcription factor ARID3A as a tumor-intrinsic regulator of this resistant state."
42234523,CD274,evidence_attached,comparable,167,Stim8hr,Targeting XIAP-coordinated PKC signaling resensitizes PD-1-refractory tumors for rechallenge.,"In resistant models, PKC inhibition synergizes more effectively with anti-CTLA-4 than with anti-PD-1/PD-L1, in association with reduced intratumoral regulatory T cells and reinforcement of CD8+ T cell effector function."
42234523,CTLA4,contradicted,comparable,3,Stim48hr,Targeting XIAP-coordinated PKC signaling resensitizes PD-1-refractory tumors for rechallenge.,"In resistant models, PKC inhibition synergizes more effectively with anti-CTLA-4 than with anti-PD-1/PD-L1, in association with reduced intratumoral regulatory T cells and reinforcement of CD8+ T cell effector function."
42234523,CTLA4,contradicted,comparable,3,Stim48hr,Targeting XIAP-coordinated PKC signaling resensitizes PD-1-refractory tumors for rechallenge.,These findings define the PKC-XIAP axis as a central regulator of immune resistance and provide a mechanistic rationale for PKC inhibition plus anti-CTLA-4 as a salvage strategy in ICB-refractory cancers.
42234523,PDCD1,contradicted,comparable,2,Stim48hr,Targeting XIAP-coordinated PKC signaling resensitizes PD-1-refractory tumors for rechallenge.,"In resistant models, PKC inhibition synergizes more effectively with anti-CTLA-4 than with anti-PD-1/PD-L1, in association with reduced intratumoral regulatory T cells and reinforcement of CD8+ T cell effector function."
42234523,XIAP,evidence_attached,comparable,75,Stim48hr,Targeting XIAP-coordinated PKC signaling resensitizes PD-1-refractory tumors for rechallenge.,These findings define the PKC-XIAP axis as a central regulator of immune resistance and provide a mechanistic rationale for PKC inhibition plus anti-CTLA-4 as a salvage strategy in ICB-refractory cancers.
